NPs,Cellline,coresize,hydrosize,surfcharge,surfarea,Expotime,dosage,Hsf,Ec,Ev,MeO,enthalpy,ratio,e,esum,esumbyo,MW,NMetal,NOxygen,ox,Celltype,toxic,n_replicates
Al2O3,HCMEC,39.7,267.0,36.3,64.7,24,0.001,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,24,0.01,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,24,0.1,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,24,1.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,24,5.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,24,10.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,24,20.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,24,50.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,24,100.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,12,0.001,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,12,0.01,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,12,0.1,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,12,1.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,12,5.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,12,10.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,12,20.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,12,50.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
Al2O3,HCMEC,39.7,267.0,36.3,64.7,12,100.0,-17.345,-1.51,-9.81,5.67,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,24,0.001,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,24,0.01,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,24,0.1,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,24,1.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,24,5.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,24,10.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,1,1
CuO,HCMEC,46.3,239.0,42.8,24.1,24,20.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,1,1
CuO,HCMEC,46.3,239.0,42.8,24.1,24,50.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,1,1
CuO,HCMEC,46.3,239.0,42.8,24.1,24,100.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,1,1
CuO,HCMEC,46.3,239.0,42.8,24.1,12,0.001,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,12,0.01,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,12,0.1,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,12,1.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,12,5.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,12,10.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,0,1
CuO,HCMEC,46.3,239.0,42.8,24.1,12,20.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,1,1
CuO,HCMEC,46.3,239.0,42.8,24.1,12,50.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,1,1
CuO,HCMEC,46.3,239.0,42.8,24.1,12,100.0,-1.609,-5.17,-6.51,5.87,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,Normal,1,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,24,0.001,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,24,0.01,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,24,0.1,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,24,1.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,24,5.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,24,10.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,24,20.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,24,50.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,24,100.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,12,0.001,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,12,0.01,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,12,0.1,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,12,1.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,12,5.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,12,10.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,12,20.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,12,50.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
Fe2O3,HCMEC,42.5,957.0,-8.2,82.8,12,100.0,-8.512,-4.99,-6.99,5.98,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,Normal,0,1
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,24,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,1
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,24,20.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,24,40.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,24,60.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,24,80.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,24,100.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,24,120.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,24,150.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,6,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,1
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,6,20.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,6,40.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,6,60.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,6,80.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,6,100.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,6,120.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,6,150.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,3,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,1
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,3,20.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,3,40.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,3,60.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,3,80.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,3,100.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,3,120.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,504.5,-10.7,210.0,3,150.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,24,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,1
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,24,20.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,24,40.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,24,60.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,24,80.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,24,100.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,24,120.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,24,150.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,6,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,1
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,6,20.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,6,40.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,6,60.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,6,80.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,6,100.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,6,120.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,6,150.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,3,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,1
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,3,20.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,3,40.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,3,60.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,3,80.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,3,100.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,3,120.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,SHSY5Y,25.0,228.3,-10.7,40.0,3,150.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,MCF10A,21.0,74.0,-9.42,57.0,24,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,MCF10A,21.0,74.0,-9.42,57.0,24,150.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Cancer,0,2
TiO2,WI38,21.0,74.0,-9.42,57.0,24,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,4
TiO2,WI38,21.0,74.0,-9.42,57.0,24,150.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,4
TiO2,ChangLiv,21.0,133.0,-9.42,57.0,24,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,2
TiO2,ChangLiv,21.0,133.0,-9.42,57.0,24,150.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,2
TiO2,ChangLiv,21.0,327.0,-9.42,57.0,24,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,2
TiO2,L02,40.0,322.3,-25.27,50.0,24,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,L02,40.0,322.3,-25.27,50.0,24,1.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,L02,40.0,322.3,-25.27,50.0,24,5.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,L02,40.0,322.3,-25.27,50.0,24,10.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,L02,40.0,322.3,-25.27,50.0,12,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,L02,40.0,322.3,-25.27,50.0,12,1.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,L02,40.0,322.3,-25.27,50.0,12,5.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,L02,40.0,322.3,-25.27,50.0,12,10.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,L02,40.0,322.3,-25.27,50.0,6,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,L02,40.0,322.3,-25.27,50.0,6,1.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,L02,40.0,322.3,-25.27,50.0,6,5.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,L02,40.0,322.3,-25.27,50.0,6,10.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,BEAS2B,20.0,707.0,-12.1,50.4,24,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,BEAS2B,20.0,707.0,-12.1,50.4,24,10.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,BEAS2B,20.0,707.0,-12.1,50.4,24,30.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,BEAS2B,20.0,707.0,-12.1,50.4,24,100.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,BEAS2B,20.0,707.0,-12.1,50.4,24,300.0,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
TiO2,BEAS2B,10.0,1457.0,-11.0,166.0,24,1e-05,-9.779,-4.16,-7.49,5.77,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,Normal,0,1
