NPs,Cellline,coresize,hydrosize,surfcharge,surfarea,Expotime,dosage,Hsf,Ec,Ev,MeO,enthalpy,ratio,e,esum,esumbyo,MW,NMetal,NOxygen,ox,Celltype,toxic,n_replicates
ZnO,A549,52.0,640.0,29.4,15.0,72,1e-05,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,72,1.56,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,72,3.13,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,72,6.25,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,72,12.5,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,52.0,640.0,29.4,15.0,72,25.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,52.0,640.0,29.4,15.0,72,50.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,52.0,640.0,29.4,15.0,24,1e-05,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,24,1.56,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,24,3.13,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,24,6.25,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,24,12.5,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,52.0,640.0,29.4,15.0,24,25.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,52.0,640.0,29.4,15.0,24,50.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,52.0,640.0,29.4,15.0,12,1e-05,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,12,1.56,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,12,3.13,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,12,6.25,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,12,12.5,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,12,25.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,52.0,640.0,29.4,15.0,12,50.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,72,1e-05,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,72,1.56,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,72,3.13,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,72,6.25,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,72,12.5,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,7.5,795.0,27.4,90.0,72,25.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,7.5,795.0,27.4,90.0,72,50.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,7.5,795.0,27.4,90.0,24,1e-05,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,24,1.56,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,24,3.13,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,24,6.25,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,24,12.5,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,24,25.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,7.5,795.0,27.4,90.0,24,50.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,7.5,795.0,27.4,90.0,12,1e-05,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,12,1.56,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,12,3.13,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,12,6.25,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,12,12.5,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,7.5,795.0,27.4,90.0,12,25.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,7.5,795.0,27.4,90.0,12,50.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,32.0,1093.0,21.6,37.0,72,1e-05,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,72,1.56,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,72,3.13,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,72,6.25,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,72,12.5,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,32.0,1093.0,21.6,37.0,72,25.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,32.0,1093.0,21.6,37.0,72,50.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,32.0,1093.0,21.6,37.0,24,1e-05,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,24,1.56,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,24,3.13,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,24,6.25,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,24,12.5,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,24,25.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,32.0,1093.0,21.6,37.0,24,50.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,A549,32.0,1093.0,21.6,37.0,12,1e-05,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,12,1.56,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,12,3.13,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,12,6.25,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,12,12.5,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,12,25.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,A549,32.0,1093.0,21.6,37.0,12,50.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,SW480,35.6,295.5,-41.6,27.9,24,0.1,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,3
ZnO,SW480,35.6,295.5,-41.6,27.9,24,10.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,3
ZnO,SW480,35.6,295.5,-41.6,27.9,24,100.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,3
ZnO,Caco2,35.6,236.0,-41.6,27.9,24,0.1,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,3
ZnO,Caco2,35.6,236.0,-41.6,27.9,24,1.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,3
ZnO,SW480,35.6,295.5,-41.6,27.9,48,0.1,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,SW480,35.6,295.5,-41.6,27.9,48,1.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,SW480,35.6,295.5,-41.6,27.9,48,10.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,SW480,35.6,295.5,-41.6,27.9,48,100.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
ZnO,Caco2,35.6,236.0,-41.6,27.9,48,0.1,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,Caco2,35.6,236.0,-41.6,27.9,48,1.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,Caco2,35.6,236.0,-41.6,27.9,48,10.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,0,1
ZnO,Caco2,35.6,236.0,-41.6,27.9,48,100.0,-3.608,-3.89,-7.2,5.67,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,Cancer,1,1
